Time,Torque,Angle,Rotating speed,Power
0,0.008,0,7,0.0
0.5,0.006,0,9,0.0
1.0,0.003,0,9,0.0
1.5,0.003,0,11,0.0
2.0,0.002,0,16,0.0
2.5,0.002,0,22,0.0
3.0,0.0,0,25,0.0
3.5,0.003,0,27,0.0
4.0,0.003,0,29,0.0
4.5,0.005,0,30,0.6000000000000001
5.0,0.003,0,32,0.6000000000000001
5.5,0.003,0,33,1.2000000000000002
6.0,0.005,0,38,1.2000000000000002
6.5,0.003,0,40,1.2000000000000002
7.0,0.002,0,45,1.2000000000000002
7.5,0.005,0,47,0.6000000000000001
8.0,0.005,0,50,0.0
8.5,0.003,0,52,0.0
9.0,0.003,0,53,0.0
9.5,0.003,0,54,0.0
10.0,0.003,0,55,0.0
10.5,0.005,0,56,0.0
11.0,0.006,0,57,0.0
11.5,0.01,0,58,0.0
12.0,0.008,0,58,0.0
12.5,0.005,0,59,0.0
13.0,0.005,0,59,0.0
13.5,0.006,0,59,0.0
14.0,0.005,0,59,0.0
14.5,0.006,0,60,0.0
15.0,0.01,0,61,0.0
15.5,0.01,0,64,0.0
16.0,0.008,0,66,0.0
16.5,0.01,0,71,0.0
17.0,0.01,0,73,0.0
17.5,0.008,0,75,0.0
18.0,0.008,0,76,0.0
18.5,0.008,0,78,0.0
19.0,0.01,0,80,0.0
19.5,0.008,0,81,0.0
20.0,0.008,0,82,0.0
20.5,0.01,0,82,0.0
21.0,0.006,0,82,0.0
21.5,0.008,0,82,0.0
22.0,0.008,0,82,0.0
22.5,0.008,0,83,0.0
23.0,0.008,0,82,0.6000000000000001
23.5,0.006,0,82,1.8
24.0,0.01,0,82,2.4000000000000004
24.5,0.008,0,82,2.4000000000000004
25.0,0.008,0,83,3.0
25.5,0.008,0,83,4.800000000000001
26.0,0.01,0,85,6.0
26.5,0.01,0,87,9.600000000000001
27.0,0.01,0,89,9.600000000000001
27.5,0.011,0,92,9.600000000000001
28.0,0.01,0,94,9.600000000000001
28.5,0.01,0,96,9.0
29.0,0.011,0,98,8.4
29.5,0.011,0,100,6.6000000000000005
30.0,0.016,0,101,6.0
30.5,0.019,0,102,6.0
31.0,0.018,0,102,6.0
31.5,0.019,0,103,5.4
32.0,0.027,0,103,4.800000000000001
32.5,0.032,0,103,4.2
33.0,0.039,0,103,4.2
33.5,0.042,0,103,3.6
34.0,0.04,0,103,4.2
34.5,0.039,0,102,4.2
35.0,0.032,0,101,3.6
35.5,0.031,0,102,6.0
