Time,Torque,Angle,Rotating speed,Power
0,0.002,0,12,0.0
0.5,0.002,0,11,0.0
1.0,0.0,0,13,0.0
1.5,0.0,0,13,0.0
2.0,0.002,0,12,0.0
2.5,0.002,0,12,0.0
3.0,0.0,0,19,0.0
3.5,0.0,0,23,0.0
4.0,0.002,0,25,0.0
4.5,0.002,0,27,0.0
5.0,0.003,0,29,0.0
5.5,0.0,0,30,0.0
6.0,0.002,0,31,0.0
6.5,0.0,0,32,0.0
7.0,0.002,0,33,0.0
7.5,0.0,0,35,0.0
8.0,0.002,0,39,0.0
8.5,0.002,0,42,0.0
9.0,0.0,0,46,0.0
9.5,0.0,0,48,0.0
10.0,0.0,0,51,0.0
10.5,0.003,0,54,0.0
11.0,0.003,0,55,0.0
11.5,0.002,0,56,0.0
12.0,0.003,0,57,0.0
12.5,0.003,0,58,0.0
13.0,0.005,0,59,0.0
13.5,0.005,0,59,0.0
14.0,0.005,0,59,0.0
14.5,0.003,0,60,0.0
15.0,0.003,0,60,0.0
15.5,0.002,0,60,0.0
16.0,0.003,0,60,0.0
16.5,0.003,0,61,0.0
17.0,0.003,0,62,0.0
17.5,0.005,0,65,0.0
18.0,0.003,0,67,0.0
18.5,0.005,0,70,0.0
19.0,0.005,0,72,0.0
19.5,0.005,0,74,0.0
20.0,0.006,0,76,0.0
20.5,0.005,0,77,0.0
21.0,0.003,0,78,1.2000000000000002
21.5,0.005,0,78,2.4000000000000004
22.0,0.006,0,78,3.6
22.5,0.006,0,79,4.2
23.0,0.008,0,80,4.2
23.5,0.01,0,80,3.6
24.0,0.015,0,80,3.6
24.5,0.016,0,80,3.0
25.0,0.015,0,80,3.0
25.5,0.015,0,80,3.0
26.0,0.013,0,79,2.4000000000000004
26.5,0.013,0,79,3.0
27.0,0.018,0,79,3.0
27.5,0.019,0,79,5.4
28.0,0.019,0,80,9.600000000000001
28.5,0.027,0,83,9.600000000000001
29.0,0.035,0,86,9.600000000000001
29.5,0.031,0,87,11.4
30.0,0.032,0,89,12.0
30.5,0.029,0,92,12.0
31.0,0.026,0,94,11.4
31.5,0.024,0,96,10.200000000000001
32.0,0.023,0,97,9.600000000000001
32.5,0.024,0,98,9.600000000000001
33.0,0.023,0,99,9.600000000000001
33.5,0.021,0,100,9.600000000000001
34.0,0.016,0,100,6.0
34.5,0.016,0,100,5.4
35.0,0.018,0,101,5.4
35.5,0.023,0,101,4.800000000000001
36.0,0.023,0,101,4.800000000000001
36.5,0.023,0,102,4.2
37.0,0.016,0,101,4.2
37.5,0.019,0,102,6.6000000000000005
38.0,0.023,0,105,9.600000000000001
38.5,0.026,0,108,10.8
39.0,0.024,0,109,11.4
39.5,0.024,0,113,9.600000000000001
40.0,0.024,0,113,6.0
40.5,0.026,0,116,4.800000000000001
41.0,0.026,0,118,3.6
41.5,0.026,0,119,3.6
42.0,0.021,0,120,3.0
42.5,0.018,0,120,2.4000000000000004
43.0,0.019,0,120,2.4000000000000004
43.5,0.019,0,120,2.4000000000000004
44.0,0.023,0,120,1.2000000000000002
44.5,0.024,0,120,0.6000000000000001
45.0,0.019,0,120,0.0
45.5,0.021,0,121,0.0
46.0,0.019,0,121,0.0
46.5,0.021,0,121,0.0
47.0,0.019,0,122,0.0
47.5,0.021,0,121,0.0
48.0,0.024,0,122,0.0
48.5,0.023,0,122,0.0
49.0,0.023,0,122,0.6000000000000001
49.5,0.021,0,123,0.6000000000000001
50.0,0.018,0,123,0.6000000000000001
50.5,0.019,0,124,0.6000000000000001
51.0,0.024,0,123,0.6000000000000001
51.5,0.024,0,122,0.6000000000000001
52.0,0.024,0,122,0.0
52.5,0.018,0,121,1.8
53.0,0.018,0,121,3.6
53.5,0.018,0,121,4.2
54.0,0.019,0,122,4.800000000000001
54.5,0.021,0,121,4.2
55.0,0.024,0,121,3.6
55.5,0.023,0,120,3.6
56.0,0.021,0,120,3.6
56.5,0.021,0,119,3.6
57.0,0.021,0,119,4.2
57.5,0.021,0,119,4.2
58.0,0.023,0,119,4.800000000000001
58.5,0.023,0,119,4.800000000000001
59.0,0.024,0,119,4.800000000000001
59.5,0.023,0,119,4.2
60.0,0.021,0,118,3.6
60.5,0.019,0,118,3.6
61.0,0.018,0,118,4.2
61.5,0.021,0,118,4.2
62.0,0.026,0,117,3.6
62.5,0.024,0,116,4.2
63.0,0.021,0,117,4.2
63.5,0.016,0,117,3.6
64.0,0.019,0,117,3.6
64.5,0.021,0,117,3.6
65.0,0.019,0,116,3.6
65.5,0.019,0,116,3.6
66.0,0.019,0,111,1.2000000000000002
66.5,0.019,0,111,1.2000000000000002
67.0,0.019,0,111,0.6000000000000001
67.5,0.023,0,110,0.0
68.0,0.021,0,110,0.0
68.5,0.026,0,110,0.0
69.0,0.026,0,110,0.0
69.5,0.021,0,110,0.0
70.0,0.024,0,110,0.0
70.5,0.023,0,110,0.0
71.0,0.019,0,109,0.0
71.5,0.021,0,110,0.0
72.0,0.019,0,110,0.0
72.5,0.021,0,110,0.6000000000000001
73.0,0.026,0,111,0.6000000000000001
73.5,0.027,0,111,0.6000000000000001
74.0,0.024,0,111,0.0
74.5,0.018,0,110,0.0
75.0,0.015,0,110,0.0
75.5,0.019,0,110,0.0
76.0,0.023,0,110,0.0
76.5,0.026,0,109,1.8
77.0,0.024,0,109,3.6
77.5,0.021,0,109,4.2
78.0,0.018,0,110,4.2
78.5,0.019,0,109,4.2
79.0,0.021,0,109,3.6
79.5,0.023,0,108,3.6
80.0,0.021,0,108,3.0
80.5,0.023,0,107,3.6
81.0,0.024,0,107,3.6
81.5,0.023,0,107,4.2
82.0,0.027,0,108,4.2
82.5,0.026,0,108,4.800000000000001
83.0,0.023,0,108,4.800000000000001
83.5,0.018,0,108,4.800000000000001
84.0,0.019,0,108,4.2
84.5,0.023,0,107,4.2
85.0,0.026,0,107,3.6
85.5,0.027,0,107,3.6
86.0,0.023,0,107,4.2
86.5,0.021,0,107,4.2
87.0,0.019,0,106,3.6
87.5,0.026,0,106,4.2
88.0,0.024,0,106,4.2
88.5,0.023,0,107,3.6
89.0,0.021,0,107,3.6
89.5,0.021,0,106,3.6
90.0,0.023,0,107,3.0
90.5,0.026,0,106,3.6
