0,0.006,0,9,11.5
0.5,0.006,0,13,13.3
1.0,0.01,0,13,14.5
1.5,0.008,0,11,14.5
2.0,0.008,0,22,13.9
2.5,0.006,1,20,12.700000000000001
3.0,0.011,1,31,12.100000000000001
3.5,0.01,1,36,10.9
4.0,0.01,1,43,9.700000000000001
4.5,0.011,1,48,8.5
5.0,0.011,1,50,6.6000000000000005
5.5,0.013,1,52,5.4
6.0,0.01,2,55,4.800000000000001
6.5,0.011,2,56,4.2
7.0,0.011,2,57,3.0
7.5,0.013,2,58,1.8
8.0,0.015,2,58,1.2000000000000002
8.5,0.015,2,58,1.2000000000000002
9.0,0.018,3,58,1.2000000000000002
9.5,0.024,3,59,3.0
10.0,0.026,3,59,4.800000000000001
10.5,0.026,3,62,6.0
11.0,0.027,3,66,6.0
11.5,0.034,4,69,6.0
12.0,0.035,4,71,5.4
12.5,0.034,4,73,4.800000000000001
13.0,0.037,4,76,4.2
13.5,0.04,5,77,3.6
14.0,0.035,5,78,3.0
14.5,0.026,5,79,3.0
15.0,0.021,5,79,2.4000000000000004
15.5,0.016,6,80,0.6000000000000001
16.0,0.013,6,80,0.0
16.5,0.015,6,81,0.0
17.0,0.015,6,81,0.0
17.5,0.013,7,82,0.0
18.0,0.011,7,82,0.0
18.5,0.011,7,82,0.0
19.0,0.011,7,82,0.0
19.5,0.011,8,81,0.0
20.0,0.011,8,81,0.0
20.5,0.011,8,81,0.0
21.0,0.013,8,83,0.0
21.5,0.015,9,84,0.6000000000000001
22.0,0.013,9,87,0.0
22.5,0.016,9,89,0.0
23.0,0.018,9,90,0.0
23.5,0.015,10,92,0.0
24.0,0.015,10,95,0.0
24.5,0.018,10,97,0.0
25.0,0.019,11,98,0.0
25.5,0.019,11,99,0.0
26.0,0.019,11,101,0.0
26.5,0.018,11,101,0.0
27.0,0.018,12,102,0.0
27.5,0.016,12,103,0.0
28.0,0.019,12,103,0.0
28.5,0.018,13,104,0.0
29.0,0.016,13,105,0.0
29.5,0.015,13,105,0.0
30.0,0.015,14,105,0.0
30.5,0.015,14,106,0.0
31.0,0.015,14,108,0.0
31.5,0.015,15,111,0.0
32.0,0.018,15,113,0.0
32.5,0.016,15,114,1.8
33.0,0.016,16,115,4.2
33.5,0.018,16,117,5.4
34.0,0.018,16,119,6.0
34.5,0.019,17,121,5.4
35.0,0.016,17,122,4.800000000000001
35.5,0.018,18,123,4.2
36.0,0.016,18,123,3.6
36.5,0.015,18,124,3.6
37.0,0.016,19,125,3.6
37.5,0.016,19,125,3.0
38.0,0.016,19,126,3.6
38.5,0.015,20,126,3.0
39.0,0.013,20,126,2.4000000000000004
39.5,0.011,20,126,1.8
40.0,0.011,21,126,1.8
40.5,0.013,21,126,1.8
41.0,0.01,22,126,2.4000000000000004
41.5,0.011,22,125,1.8
42.0,0.011,22,125,1.8
42.5,0.011,23,125,1.8
43.0,0.011,23,125,1.8
43.5,0.013,24,125,1.2000000000000002
44.0,0.011,24,125,1.2000000000000002
44.5,0.011,24,126,1.2000000000000002
45.0,0.013,25,125,1.2000000000000002
45.5,0.011,25,125,1.2000000000000002
46.0,0.013,25,124,0.0
46.5,0.011,26,124,0.0
47.0,0.011,26,125,0.0
47.5,0.015,27,124,0.0
48.0,0.015,27,123,0.0
48.5,0.015,27,122,0.0
49.0,0.013,28,122,0.0
49.5,0.011,28,121,0.0
50.0,0.015,28,120,0.0
50.5,0.011,29,120,0.0
51.0,0.015,29,120,0.0
51.5,0.013,29,119,0.0
52.0,0.011,30,120,0.0
52.5,0.013,30,119,0.0
