Time,Torque,Angle,Rotating speed,Power
0,0.019,0,17,0.0
0.5,0.021,0,17,0.0
1.0,0.021,0,15,0.0
1.5,0.021,0,15,0.0
2.0,0.019,0,15,0.0
2.5,0.021,0,17,0.0
3.0,0.021,0,18,0.0
3.5,0.023,0,28,0.0
4.0,0.024,0,33,0.0
4.5,0.023,0,38,0.0
5.0,0.023,0,44,0.0
5.5,0.021,0,46,0.0
6.0,0.019,0,50,0.0
6.5,0.018,0,52,0.0
7.0,0.018,0,54,0.0
7.5,0.016,0,55,0.0
8.0,0.016,0,56,0.0
8.5,0.015,0,57,0.0
9.0,0.016,0,57,0.0
9.5,0.015,0,57,1.2000000000000002
10.0,0.015,0,57,2.4000000000000004
10.5,0.016,0,57,3.0
11.0,0.018,0,57,3.6
11.5,0.018,0,58,5.4
12.0,0.019,0,59,9.600000000000001
12.5,0.019,0,61,9.600000000000001
13.0,0.018,0,66,9.600000000000001
13.5,0.018,0,69,9.600000000000001
14.0,0.018,0,71,9.600000000000001
14.5,0.021,0,73,9.600000000000001
15.0,0.021,0,76,6.6000000000000005
15.5,0.023,0,77,6.0
16.0,0.021,0,78,5.4
16.5,0.018,0,79,4.800000000000001
17.0,0.015,0,80,4.800000000000001
17.5,0.013,0,81,4.800000000000001
18.0,0.013,0,81,4.2
18.5,0.011,0,82,4.800000000000001
19.0,0.015,0,82,4.800000000000001
19.5,0.016,0,82,4.2
20.0,0.016,0,82,4.2
20.5,0.015,0,83,3.6
21.0,0.013,0,82,3.0
21.5,0.013,0,82,3.0
22.0,0.011,0,82,3.6
22.5,0.016,0,82,6.6000000000000005
23.0,0.015,0,84,9.600000000000001
23.5,0.019,0,87,11.4
24.0,0.019,0,89,10.200000000000001
24.5,0.018,0,90,9.600000000000001
25.0,0.016,0,92,9.600000000000001
25.5,0.011,0,94,9.600000000000001
26.0,0.019,0,96,9.600000000000001
26.5,0.021,0,98,9.600000000000001
27.0,0.021,0,99,6.6000000000000005
27.5,0.019,0,100,6.0
28.0,0.016,0,102,5.4
28.5,0.013,0,103,5.4
29.0,0.015,0,103,5.4
29.5,0.016,0,103,4.2
30.0,0.013,0,103,3.0
30.5,0.016,0,103,2.4000000000000004
31.0,0.015,0,104,1.8
31.5,0.013,0,104,1.8
32.0,0.016,0,104,1.8
32.5,0.016,0,104,2.4000000000000004
33.0,0.015,0,105,3.0
33.5,0.016,0,108,3.6
34.0,0.018,0,110,3.6
34.5,0.016,0,113,3.6
35.0,0.021,0,114,1.8
35.5,0.021,0,116,0.6000000000000001
36.0,0.021,0,117,0.0
36.5,0.019,0,119,0.0
