Time,Torque,Angle,Rotating speed,Power
0,0.011,0,10,0.0
0.5,0.011,0,10,0.0
1.0,0.011,0,15,0.0
1.5,0.01,0,20,0.0
2.0,0.01,0,20,0.6000000000000001
2.5,0.01,0,23,1.2000000000000002
3.0,0.011,0,27,1.2000000000000002
3.5,0.011,0,33,1.8
4.0,0.011,0,37,1.2000000000000002
4.5,0.015,0,41,1.2000000000000002
5.0,0.011,0,46,0.0
5.5,0.008,0,49,0.0
6.0,0.008,0,50,0.0
6.5,0.011,0,53,0.0
7.0,0.015,0,55,0.0
7.5,0.011,0,56,0.0
8.0,0.01,0,57,0.0
8.5,0.01,0,58,0.0
9.0,0.011,0,59,0.0
9.5,0.01,0,59,0.0
10.0,0.011,0,59,0.0
10.5,0.01,0,59,0.0
11.0,0.01,0,60,0.0
11.5,0.011,0,60,0.0
12.0,0.011,0,60,0.0
12.5,0.013,0,61,0.0
13.0,0.013,0,64,0.0
13.5,0.018,0,67,0.0
14.0,0.018,0,70,0.0
14.5,0.016,0,72,0.0
15.0,0.016,0,73,0.0
15.5,0.015,0,75,0.0
16.0,0.018,0,78,0.0
16.5,0.016,0,79,0.0
17.0,0.015,0,80,0.0
17.5,0.015,0,81,0.0
18.0,0.015,0,81,0.0
18.5,0.015,0,81,0.0
19.0,0.015,0,81,0.0
19.5,0.016,0,82,0.0
20.0,0.015,0,81,0.0
20.5,0.015,0,81,1.2000000000000002
21.0,0.016,0,81,2.4000000000000004
21.5,0.015,0,81,3.0
22.0,0.016,0,97,9.600000000000001
22.5,0.015,0,99,8.4
23.0,0.016,0,100,6.6000000000000005
23.5,0.016,0,101,7.2
24.0,0.015,0,102,7.2
24.5,0.016,0,103,6.0
25.0,0.015,0,103,5.4
25.5,0.016,0,103,4.800000000000001
26.0,0.018,0,103,4.2
26.5,0.016,0,104,4.2
27.0,0.016,0,104,4.2
27.5,0.015,0,103,3.6
28.0,0.015,0,104,4.2
28.5,0.016,0,104,6.0
29.0,0.018,0,107,9.600000000000001
29.5,0.016,0,109,10.200000000000001
30.0,0.019,0,112,10.200000000000001
30.5,0.018,0,115,10.200000000000001
31.0,0.018,0,119,9.600000000000001
31.5,0.018,0,120,9.600000000000001
32.0,0.018,0,121,9.600000000000001
32.5,0.018,0,122,7.800000000000001
33.0,0.018,0,123,4.800000000000001
33.5,0.018,0,124,3.6
34.0,0.019,0,125,3.0
34.5,0.019,0,125,2.4000000000000004
35.0,0.019,0,124,1.8
35.5,0.018,0,124,1.8
36.0,0.018,0,123,1.8
36.5,0.019,0,123,1.8
37.0,0.018,0,123,1.2000000000000002
37.5,0.018,0,123,0.6000000000000001
38.0,0.018,0,122,0.0
38.5,0.021,0,123,0.0
39.0,0.019,0,123,0.0
39.5,0.019,0,122,0.0
40.0,0.023,0,122,0.0
40.5,0.018,0,122,0.0
41.0,0.018,0,123,0.0
41.5,0.018,0,123,0.0
42.0,0.019,0,124,0.6000000000000001
42.5,0.021,0,124,0.6000000000000001
43.0,0.018,0,124,0.6000000000000001
43.5,0.018,0,124,0.6000000000000001
44.0,0.019,0,123,0.6000000000000001
44.5,0.018,0,123,0.0
45.0,0.019,0,122,0.0
45.5,0.019,0,121,1.8
46.0,0.019,0,121,3.0
46.5,0.019,0,122,3.6
47.0,0.018,0,122,3.6
47.5,0.021,0,121,3.6
48.0,0.018,0,120,3.0
48.5,0.019,0,120,3.0
49.0,0.021,0,119,3.0
49.5,0.019,0,119,3.0
50.0,0.021,0,119,3.6
50.5,0.019,0,119,3.6
51.0,0.021,0,119,4.2
51.5,0.021,0,119,4.800000000000001
52.0,0.019,0,119,4.2
52.5,0.024,0,118,3.6
53.0,0.021,0,118,3.0
53.5,0.024,0,117,3.0
54.0,0.021,0,117,3.6
54.5,0.023,0,117,3.6
55.0,0.024,0,116,3.6
55.5,0.021,0,116,3.6
56.0,0.024,0,116,3.6
56.5,0.023,0,115,3.6
57.0,0.021,0,116,3.0
57.5,0.019,0,116,3.0
58.0,0.021,0,115,3.0
58.5,0.019,0,115,3.0
59.0,0.021,0,115,3.0
59.5,0.021,0,114,3.0
60.0,0.021,0,114,2.4000000000000004
60.5,0.023,0,114,1.8
61.0,0.021,0,114,1.8
61.5,0.021,0,114,1.2000000000000002
62.0,0.021,0,113,1.2000000000000002
62.5,0.019,0,112,1.2000000000000002
63.0,0.024,0,111,1.2000000000000002
63.5,0.023,0,110,1.2000000000000002
64.0,0.024,0,110,1.2000000000000002
64.5,0.023,0,110,0.6000000000000001
65.0,0.023,0,109,0.0
65.5,0.021,0,109,0.0
66.0,0.023,0,109,0.0
66.5,0.019,0,109,0.0
67.0,0.024,0,109,0.0
67.5,0.027,0,109,0.0
68.0,0.021,0,109,0.0
68.5,0.024,0,108,0.0
69.0,0.023,0,109,0.0
69.5,0.026,0,108,0.0
70.0,0.024,0,109,0.0
70.5,0.023,0,110,0.6000000000000001
71.0,0.024,0,110,0.6000000000000001
71.5,0.026,0,110,0.6000000000000001
72.0,0.023,0,110,0.6000000000000001
72.5,0.024,0,109,0.6000000000000001
73.0,0.026,0,109,0.0
73.5,0.024,0,108,0.0
