Time,Torque,Angle,Rotating speed,Power
0,0.01,0,9,0.0
0.5,0.008,0,10,0.0
1.0,0.015,0,10,0.0
1.5,0.011,0,14,0.0
2.0,0.015,0,15,0.0
2.5,0.015,0,20,0.0
3.0,0.016,0,23,0.0
3.5,0.015,0,23,0.0
4.0,0.015,0,25,0.0
4.5,0.015,0,27,0.0
5.0,0.015,0,28,0.0
5.5,0.015,0,29,0.0
6.0,0.015,0,30,0.6000000000000001
6.5,0.015,0,30,0.6000000000000001
7.0,0.016,0,31,0.6000000000000001
7.5,0.015,0,33,1.2000000000000002
8.0,0.016,0,35,1.2000000000000002
8.5,0.015,0,38,1.2000000000000002
9.0,0.015,0,43,1.2000000000000002
9.5,0.016,0,45,1.2000000000000002
10.0,0.015,0,48,1.2000000000000002
10.5,0.015,0,51,1.2000000000000002
11.0,0.015,0,52,0.0
11.5,0.013,0,53,0.0
12.0,0.015,0,54,0.0
12.5,0.013,0,54,0.0
13.0,0.013,0,55,0.0
13.5,0.013,0,56,0.0
14.0,0.013,0,56,0.0
14.5,0.013,0,57,0.0
15.0,0.013,0,57,0.0
15.5,0.015,0,57,0.0
16.0,0.015,0,57,0.0
16.5,0.015,0,58,0.0
17.0,0.015,0,59,0.0
17.5,0.015,0,61,0.0
18.0,0.016,0,66,0.0
18.5,0.016,0,68,0.0
19.0,0.015,0,71,0.0
19.5,0.018,0,73,0.0
20.0,0.016,0,76,0.0
20.5,0.015,0,77,0.0
21.0,0.015,0,78,0.0
21.5,0.016,0,80,0.0
22.0,0.013,0,82,0.0
22.5,0.013,0,82,0.0
23.0,0.015,0,82,0.0
23.5,0.015,0,82,0.0
24.0,0.013,0,81,0.0
24.5,0.013,0,81,0.0
25.0,0.015,0,81,0.6000000000000001
25.5,0.011,0,81,1.8
26.0,0.015,0,80,3.0
26.5,0.013,0,81,5.4
27.0,0.01,0,83,9.600000000000001
27.5,0.011,0,85,9.600000000000001
28.0,0.011,0,89,9.600000000000001
28.5,0.013,0,91,9.600000000000001
29.0,0.01,0,94,9.600000000000001
29.5,0.013,0,95,9.600000000000001
30.0,0.011,0,97,9.600000000000001
30.5,0.013,0,99,9.0
31.0,0.011,0,100,7.2
31.5,0.011,0,101,6.6000000000000005
32.0,0.011,0,102,6.0
32.5,0.013,0,103,6.0
33.0,0.011,0,103,6.0
33.5,0.011,0,104,5.4
34.0,0.011,0,104,4.800000000000001
34.5,0.013,0,103,4.2
35.0,0.01,0,104,4.2
35.5,0.011,0,103,3.6
36.0,0.01,0,104,4.800000000000001
36.5,0.011,0,104,7.2
37.0,0.01,0,105,9.600000000000001
37.5,0.01,0,108,9.600000000000001
38.0,0.008,0,111,10.8
38.5,0.013,0,113,10.8
39.0,0.011,0,116,10.200000000000001
39.5,0.011,0,118,9.600000000000001
40.0,0.008,0,121,9.600000000000001
40.5,0.006,0,123,9.600000000000001
41.0,0.013,0,123,9.600000000000001
41.5,0.008,0,124,6.0
42.0,0.01,0,124,4.2
42.5,0.008,0,125,3.0
43.0,0.01,0,126,2.4000000000000004
43.5,0.01,0,125,2.4000000000000004
44.0,0.01,0,125,1.8
44.5,0.011,0,124,1.8
45.0,0.01,0,123,1.8
45.5,0.01,0,123,1.8
46.0,0.011,0,123,1.2000000000000002
46.5,0.01,0,123,0.6000000000000001
47.0,0.011,0,122,0.0
47.5,0.011,0,123,0.0
48.0,0.01,0,122,0.0
48.5,0.01,0,122,0.0
49.0,0.01,0,122,0.0
49.5,0.013,0,121,0.0
50.0,0.013,0,123,0.0
50.5,0.01,0,122,0.0
51.0,0.011,0,122,0.6000000000000001
51.5,0.013,0,123,0.6000000000000001
52.0,0.013,0,123,0.6000000000000001
52.5,0.011,0,123,0.6000000000000001
53.0,0.011,0,122,0.6000000000000001
53.5,0.011,0,122,0.6000000000000001
54.0,0.011,0,121,0.6000000000000001
54.5,0.013,0,120,1.8
55.0,0.013,0,120,3.6
55.5,0.013,0,121,4.2
56.0,0.015,0,121,4.2
56.5,0.018,0,120,3.6
57.0,0.013,0,119,3.6
57.5,0.013,0,119,3.0
58.0,0.018,0,118,3.0
58.5,0.034,0,118,3.6
59.0,0.029,0,117,4.2
59.5,0.023,0,117,4.2
60.0,0.023,0,117,4.800000000000001
60.5,0.024,0,117,4.800000000000001
61.0,0.026,0,117,4.800000000000001
61.5,0.027,0,117,4.2
62.0,0.027,0,115,4.2
62.5,0.024,0,115,4.2
63.0,0.023,0,115,4.2
63.5,0.029,0,115,4.800000000000001
64.0,0.027,0,115,4.2
64.5,0.029,0,113,4.2
65.0,0.031,0,114,4.2
65.5,0.026,0,114,4.2
66.0,0.029,0,113,4.2
66.5,0.029,0,113,3.6
67.0,0.031,0,113,3.6
67.5,0.032,0,113,3.6
68.0,0.027,0,113,4.2
68.5,0.031,0,112,3.6
69.0,0.031,0,112,3.0
69.5,0.031,0,112,2.4000000000000004
70.0,0.032,0,112,1.8
70.5,0.031,0,112,1.8
71.0,0.032,0,111,1.8
71.5,0.035,0,110,1.2000000000000002
72.0,0.034,0,109,1.8
72.5,0.035,0,109,1.8
73.0,0.034,0,108,1.8
73.5,0.034,0,107,1.2000000000000002
74.0,0.034,0,107,0.6000000000000001
74.5,0.035,0,107,0.0
75.0,0.035,0,107,0.0
75.5,0.037,0,107,0.0
76.0,0.035,0,107,0.0
76.5,0.037,0,106,0.0
77.0,0.039,0,106,0.0
77.5,0.039,0,106,0.0
78.0,0.039,0,105,0.0
78.5,0.039,0,106,0.0
79.0,0.039,0,106,0.0
79.5,0.04,0,106,0.0
80.0,0.042,0,107,0.6000000000000001
80.5,0.04,0,107,0.6000000000000001
81.0,0.042,0,107,0.6000000000000001
81.5,0.04,0,106,0.6000000000000001
82.0,0.044,0,106,0.0
82.5,0.042,0,106,0.0
83.0,0.044,0,106,0.0
83.5,0.042,0,105,1.8
84.0,0.044,0,104,3.6
84.5,0.044,0,105,4.800000000000001
85.0,0.044,0,105,5.4
85.5,0.044,0,105,5.4
86.0,0.044,0,105,4.800000000000001
86.5,0.045,0,104,4.800000000000001
87.0,0.044,0,104,4.800000000000001
87.5,0.045,0,104,4.800000000000001
88.0,0.045,0,103,4.800000000000001
88.5,0.047,0,103,4.800000000000001
89.0,0.047,0,104,4.800000000000001
89.5,0.045,0,104,5.4
90.0,0.045,0,104,6.0
90.5,0.047,0,105,6.0
91.0,0.045,0,103,6.0
91.5,0.05,0,104,6.0
92.0,0.045,0,104,5.4
92.5,0.047,0,104,5.4
93.0,0.045,0,104,5.4
93.5,0.05,0,104,5.4
94.0,0.045,0,102,5.4
94.5,0.047,0,103,4.800000000000001
95.0,0.044,0,103,4.800000000000001
95.5,0.047,0,103,5.4
96.0,0.044,0,103,5.4
96.5,0.05,0,104,4.800000000000001
97.0,0.044,0,102,4.800000000000001
97.5,0.048,0,103,4.800000000000001
98.0,0.044,0,104,4.800000000000001
98.5,0.048,0,103,4.800000000000001
99.0,0.045,0,103,5.4
99.5,0.048,0,103,3.6
100.0,0.047,0,103,3.0
100.5,0.047,0,103,2.4000000000000004
101.0,0.047,0,104,1.8
101.5,0.047,0,103,1.8
102.0,0.045,0,103,1.8
102.5,0.047,0,102,1.8
103.0,0.047,0,102,1.8
103.5,0.045,0,101,1.8
104.0,0.047,0,101,1.8
104.5,0.048,0,100,1.8
105.0,0.045,0,100,0.6000000000000001
105.5,0.048,0,100,0.0
106.0,0.047,0,100,0.0
106.5,0.047,0,100,0.0
107.0,0.044,0,100,0.0
107.5,0.048,0,100,0.0
108.0,0.044,0,100,0.0
108.5,0.047,0,100,0.0
109.0,0.045,0,101,0.0
109.5,0.044,0,100,0.0
110.0,0.045,0,101,0.0
110.5,0.048,0,101,0.0
111.0,0.044,0,102,0.0
111.5,0.045,0,102,0.0
112.0,0.044,0,103,0.6000000000000001
112.5,0.045,0,103,0.6000000000000001
113.0,0.044,0,102,0.0
113.5,0.048,0,102,0.0
114.0,0.044,0,102,0.0
114.5,0.045,0,102,0.0
115.0,0.045,0,102,0.6000000000000001
115.5,0.044,0,101,3.0
116.0,0.044,0,101,4.800000000000001
116.5,0.045,0,102,5.4
117.0,0.047,0,102,5.4
117.5,0.045,0,102,4.800000000000001
118.0,0.044,0,102,4.800000000000001
118.5,0.044,0,101,4.800000000000001
119.0,0.044,0,101,4.2
119.5,0.045,0,101,4.2
120.0,0.044,0,101,4.800000000000001
120.5,0.047,0,101,4.800000000000001
121.0,0.045,0,102,4.800000000000001
121.5,0.047,0,101,5.4
122.0,0.045,0,102,6.0
122.5,0.048,0,102,6.0
123.0,0.048,0,102,6.0
123.5,0.048,0,102,5.4
124.0,0.047,0,102,5.4
124.5,0.048,0,101,5.4
125.0,0.047,0,101,5.4
125.5,0.05,0,102,6.0
126.0,0.047,0,102,5.4
126.5,0.048,0,101,4.800000000000001
127.0,0.048,0,101,4.800000000000001
127.5,0.048,0,101,4.800000000000001
128.0,0.048,0,101,4.800000000000001
128.5,0.048,0,102,4.800000000000001
129.0,0.047,0,102,4.2
129.5,0.05,0,102,4.2
130.0,0.05,0,102,4.2
130.5,0.048,0,102,4.800000000000001
131.0,0.048,0,102,4.800000000000001
131.5,0.048,0,102,3.6
132.0,0.047,0,102,2.4000000000000004
132.5,0.05,0,102,2.4000000000000004
133.0,0.047,0,102,1.8
133.5,0.052,0,102,1.8
134.0,0.047,0,101,1.2000000000000002
134.5,0.048,0,101,1.2000000000000002
135.0,0.048,0,100,1.2000000000000002
135.5,0.047,0,99,1.8
136.0,0.048,0,99,1.8
136.5,0.047,0,99,0.6000000000000001
137.0,0.048,0,98,0.0
137.5,0.047,0,99,0.0
138.0,0.053,0,99,0.0
138.5,0.047,0,99,0.0
139.0,0.048,0,99,0.0
139.5,0.048,0,99,0.0
140.0,0.052,0,99,0.0
140.5,0.05,0,99,0.0
141.0,0.05,0,99,0.0
141.5,0.048,0,100,0.0
142.0,0.052,0,99,0.0
142.5,0.048,0,100,0.0
143.0,0.047,0,101,0.0
143.5,0.047,0,101,0.6000000000000001
144.0,0.05,0,102,0.6000000000000001
144.5,0.047,0,101,0.6000000000000001
145.0,0.048,0,101,0.6000000000000001
145.5,0.048,0,101,0.6000000000000001
146.0,0.048,0,101,0.0
146.5,0.047,0,101,0.6000000000000001
147.0,0.048,0,100,1.8
147.5,0.047,0,100,3.6
148.0,0.05,0,100,4.800000000000001
148.5,0.048,0,101,5.4
149.0,0.048,0,100,5.4
149.5,0.047,0,100,4.800000000000001
150.0,0.05,0,100,4.800000000000001
150.5,0.047,0,100,4.2
151.0,0.05,0,100,4.2
151.5,0.048,0,100,4.800000000000001
152.0,0.048,0,100,4.800000000000001
152.5,0.048,0,100,5.4
153.0,0.048,0,100,5.4
153.5,0.047,0,100,6.0
154.0,0.05,0,101,6.0
154.5,0.048,0,101,6.0
155.0,0.05,0,101,5.4
155.5,0.047,0,101,5.4
156.0,0.047,0,101,4.800000000000001
156.5,0.047,0,101,5.4
157.0,0.048,0,101,5.4
157.5,0.047,0,101,6.0
158.0,0.047,0,101,4.800000000000001
158.5,0.045,0,100,4.800000000000001
159.0,0.047,0,101,4.800000000000001
159.5,0.045,0,101,4.800000000000001
160.0,0.048,0,101,4.800000000000001
160.5,0.045,0,101,4.800000000000001
161.0,0.047,0,101,4.2
161.5,0.044,0,101,4.2
162.0,0.045,0,102,4.2
162.5,0.044,0,102,4.800000000000001
163.0,0.047,0,101,4.800000000000001
163.5,0.045,0,101,3.0
164.0,0.047,0,101,2.4000000000000004
